Movie_Duration_Min,Genre,Budget_Million,IMDb_Rating,Language,Lead_Actor_Popularity,Marketing_Spend_Million,Box_Office_Million,Director_Rating,Social_Media_Buzz,Critic_Score,Audience_Score,Franchise,Awards_Nominated,Target
84,Drama,222.8,5.3,Spanish,63,85.1,265.7,6.0,78,6.5,6.2,No,2,Flop
143,Thriller,170.2,8.4,Korean,27,65.0,91.2,4.2,90,5.7,4.8,No,9,Flop
172,Drama,84.4,6.5,Hindi,38,32.2,61.6,8.5,29,7.8,8.9,Yes,4,Hit
95,Romance,275.2,3.7,English,55,105.1,520.0,7.5,96,8.7,6.1,No,3,Hit
89,Romance,208.1,5.7,French,29,79.4,324.5,6.0,99,6.6,8.7,No,6,Hit
113,Drama,182.9,3.8,English,67,69.8,431.5,6.0,86,6.4,5.5,Yes,7,Flop
172,Thriller,284.3,4.0,English,34,108.5,684.1,5.9,46,6.1,5.3,Yes,8,Flop
112,Romance,262.0,7.8,Spanish,91,100.0,105.9,8.7,52,6.8,7.9,Yes,5,Hit
121,Drama,134.7,7.3,Hindi,62,51.4,184.9,8.0,46,7.0,6.4,No,5,Hit
136,Comedy,292.9,7.6,Korean,2,111.8,599.6,4.8,36,6.3,5.9,No,1,Flop
153,Romance,203.1,6.3,Spanish,72,77.5,108.1,6.8,40,4.9,5.7,No,4,Flop
82,Romance,134.1,3.9,Spanish,37,51.2,276.3,5.3,94,5.6,4.6,Yes,6,Flop
167,Thriller,126.0,3.4,French,80,48.1,78.1,9.0,72,5.6,7.2,Yes,4,Flop
99,Thriller,73.4,8.3,Spanish,4,28.0,49.6,5.9,79,5.3,4.9,No,5,Flop
127,Romance,151.4,6.7,French,69,57.8,250.4,5.6,15,5.1,5.8,Yes,4,Flop
91,Thriller,106.6,4.8,French,62,40.7,202.1,4.8,90,6.2,5.7,No,8,Flop
173,Comedy,30.4,8.7,French,17,11.6,33.6,6.1,64,4.9,4.5,No,5,Flop
100,Romance,120.1,7.8,Spanish,64,45.9,287.6,5.6,31,5.3,5.8,Yes,1,Flop
116,Thriller,211.9,8.3,Korean,56,80.9,227.5,7.7,26,8.9,8.3,No,4,Hit
177,Action,114.6,7.4,French,9,43.8,96.8,7.5,58,7.2,5.5,Yes,0,Flop
99,Romance,135.4,4.4,Hindi,33,51.7,237.3,9.5,46,7.7,6.1,No,3,Hit
176,Romance,282.8,9.3,Korean,92,108.0,480.7,4.0,77,7.8,9.1,Yes,3,Hit
164,Romance,276.9,6.7,French,97,105.7,482.2,5.4,84,5.6,9.5,No,3,Hit
116,Thriller,55.4,6.0,English,78,21.2,43.6,9.0,68,5.5,6.6,No,9,Flop
108,Romance,156.8,4.6,Spanish,34,59.9,300.8,6.2,67,5.8,6.9,Yes,3,Flop
141,Romance,106.3,3.1,English,33,40.6,67.7,9.2,10,4.3,4.9,No,5,Flop
128,Action,270.6,4.9,English,74,103.3,181.0,8.3,76,7.9,7.6,Yes,5,Hit
108,Thriller,150.4,8.8,English,65,57.4,363.3,6.4,33,6.1,6.8,Yes,8,Flop
111,Action,207.5,6.7,English,73,79.2,497.3,7.9,44,6.0,5.6,Yes,7,Hit
96,Comedy,231.1,7.7,Spanish,56,88.2,73.4,7.0,87,7.2,6.0,No,3,Flop
173,Romance,165.4,3.2,Hindi,94,63.1,191.4,6.0,94,6.6,6.1,Yes,7,Hit
114,Romance,83.5,5.8,Spanish,75,31.9,56.0,6.8,46,4.6,5.2,No,0,Flop
135,Thriller,190.4,4.8,Hindi,38,72.7,394.4,7.4,33,7.5,6.3,Yes,6,Hit
89,Thriller,15.6,4.6,Spanish,8,6.0,16.6,8.4,50,6.9,7.8,Yes,0,Hit
131,Drama,296.7,5.4,Spanish,17,113.3,189.1,8.4,13,6.4,5.9,No,7,Flop
100,Drama,54.2,7.8,English,29,20.7,85.1,7.0,59,8.0,6.1,Yes,9,Hit
104,Drama,102.5,3.3,Korean,48,39.1,91.0,8.4,21,6.9,5.4,No,9,Flop
156,Drama,279.1,6.9,French,15,106.6,344.2,9.1,76,6.9,7.8,No,4,Hit
132,Drama,126.8,5.1,Hindi,39,48.4,97.6,4.0,31,8.7,6.5,No,6,Flop
153,Action,72.8,8.3,Hindi,43,27.8,98.6,5.0,23,6.4,6.5,No,5,Flop
155,Thriller,173.9,8.8,English,23,66.4,137.6,6.5,91,6.1,5.2,No,8,Flop
120,Romance,162.0,6.6,Korean,1,61.8,353.4,8.8,72,5.1,7.4,No,7,Hit
87,Comedy,204.0,6.3,Hindi,35,77.9,275.4,7.7,66,8.1,7.9,Yes,4,Hit
131,Thriller,15.6,7.3,Spanish,91,6.0,5.4,5.6,12,5.3,7.9,No,1,Flop
85,Drama,93.9,3.4,French,42,35.8,41.5,5.7,10,9.1,7.7,Yes,2,Flop
175,Thriller,297.8,7.3,Korean,83,113.7,498.1,9.3,22,9.5,5.3,No,2,Hit
134,Drama,71.0,8.8,French,97,27.1,132.4,7.0,52,6.3,8.1,Yes,0,Hit
91,Drama,227.9,5.3,English,22,87.0,290.9,6.5,57,5.8,6.6,Yes,7,Flop
159,Comedy,80.2,5.0,Korean,80,30.6,42.7,5.8,22,7.4,4.7,Yes,9,Flop
111,Action,59.5,8.6,Hindi,29,22.7,22.6,7.1,31,8.9,5.9,No,9,Flop
135,Drama,85.1,3.0,French,45,32.5,61.4,8.4,33,9.2,8.8,Yes,7,Hit
119,Romance,20.8,4.2,Spanish,85,7.9,30.2,6.2,72,8.6,8.1,No,8,Hit
173,Comedy,36.8,5.6,Korean,13,14.0,23.8,4.8,10,4.3,6.8,Yes,7,Flop
135,Romance,113.4,7.8,Korean,58,43.3,160.7,6.7,32,7.8,8.7,No,0,Hit
147,Drama,46.3,8.4,Spanish,24,17.7,94.6,5.8,62,4.4,9.2,No,4,Hit
83,Thriller,120.1,3.8,English,36,45.9,277.1,7.9,54,6.9,4.3,Yes,5,Hit
156,Action,62.0,3.2,Korean,42,23.7,31.5,8.0,51,6.7,6.6,Yes,6,Flop
94,Drama,77.5,8.9,Spanish,10,29.6,142.5,8.8,33,8.6,7.8,No,9,Hit
162,Action,280.3,7.9,Spanish,57,107.0,640.2,8.8,95,7.0,7.6,Yes,2,Hit
104,Action,63.4,7.5,French,47,24.2,47.7,5.2,99,4.7,4.9,Yes,7,Flop
136,Drama,122.1,4.2,French,24,46.6,38.5,6.7,18,7.5,7.9,No,4,Flop
115,Action,63.8,3.2,Korean,81,24.4,23.3,5.1,71,8.3,9.5,Yes,0,Flop
104,Action,196.3,5.9,French,5,74.9,110.2,6.1,15,7.3,6.5,No,4,Flop
179,Comedy,297.0,7.8,English,93,113.4,680.2,5.2,20,9.2,4.2,No,8,Hit
176,Thriller,80.5,8.2,French,27,30.7,142.9,8.8,27,8.7,9.2,Yes,0,Hit
99,Drama,98.7,5.5,Spanish,19,37.7,92.5,4.5,60,7.3,5.1,No,1,Flop
93,Action,204.1,9.0,Spanish,26,77.9,289.6,4.6,23,8.0,8.7,Yes,3,Hit
154,Comedy,33.8,6.6,Spanish,48,12.9,23.5,6.7,43,6.7,6.3,No,2,Flop
163,Thriller,173.6,4.9,English,7,66.3,226.7,5.6,38,7.2,8.8,Yes,5,Hit
163,Action,15.9,7.8,Korean,73,6.1,36.2,4.9,66,9.5,9.2,No,6,Hit
81,Comedy,225.5,7.1,Hindi,44,86.1,337.6,7.1,84,8.8,9.5,No,2,Hit
160,Drama,24.4,4.1,English,81,9.3,59.4,9.0,99,5.2,7.9,Yes,4,Hit
143,Action,195.8,7.9,Spanish,1,74.8,396.9,4.5,77,6.5,7.7,Yes,6,Hit
171,Drama,75.7,5.6,English,55,28.9,166.3,8.2,94,7.3,4.2,No,0,Hit
166,Thriller,285.7,6.8,English,6,109.1,270.7,6.7,95,7.1,6.8,Yes,5,Flop
176,Thriller,280.4,4.1,French,70,107.1,137.4,7.3,77,7.0,5.7,No,0,Flop
99,Romance,75.2,6.8,Korean,48,28.7,186.7,7.8,43,5.6,6.2,Yes,2,Hit
160,Romance,190.0,4.0,Korean,20,72.5,352.0,6.8,17,6.1,7.0,Yes,5,Flop
145,Romance,293.2,3.8,Hindi,89,111.9,219.1,8.5,50,8.7,5.8,Yes,8,Flop
178,Thriller,34.5,5.5,Hindi,66,13.2,49.0,4.5,47,7.3,6.9,No,3,Hit
95,Action,59.9,6.1,Hindi,82,22.9,30.5,8.1,47,6.9,7.5,Yes,4,Hit
94,Action,210.1,8.9,Hindi,48,80.2,502.2,8.0,33,7.8,7.3,No,3,Hit
161,Thriller,252.4,9.1,Hindi,84,96.4,588.0,6.7,57,4.4,6.7,Yes,5,Flop
95,Thriller,204.5,3.8,Hindi,34,78.1,86.9,6.8,85,4.4,9.1,No,3,Flop
82,Comedy,167.8,8.3,French,35,64.1,222.5,7.7,43,4.9,9.2,No,9,Hit
118,Romance,207.3,5.0,Korean,42,79.1,474.1,5.7,44,8.5,4.2,No,0,Hit
89,Comedy,183.8,7.4,Hindi,67,70.2,406.9,9.0,86,8.0,6.9,No,5,Hit
102,Comedy,39.8,3.1,Spanish,45,15.2,43.6,7.8,36,9.3,6.5,No,5,Hit
170,Thriller,61.7,8.1,French,98,23.6,92.3,8.3,78,6.4,5.0,No,6,Hit
95,Action,257.2,5.3,Hindi,73,98.2,169.6,7.9,33,5.7,5.9,Yes,4,Flop
105,Action,163.2,8.2,Spanish,25,62.3,218.0,6.9,90,6.3,5.9,Yes,0,Flop
94,Romance,43.5,8.8,Hindi,94,16.6,34.5,8.2,10,5.2,8.3,No,6,Flop
83,Thriller,137.7,9.0,French,85,52.6,140.3,5.1,86,6.8,5.3,No,2,Hit
146,Romance,289.4,3.9,Spanish,49,110.5,481.3,7.1,55,9.2,6.5,No,5,Hit
152,Action,23.9,5.9,Spanish,75,9.1,43.9,4.9,34,4.2,9.3,No,6,Hit
93,Drama,221.8,5.6,Korean,21,84.7,161.3,7.7,96,7.5,4.6,Yes,9,Flop
160,Action,67.0,5.1,Spanish,16,25.6,47.4,8.1,61,7.3,4.2,No,4,Flop
169,Romance,137.9,3.6,Spanish,21,52.6,298.9,4.9,26,7.2,6.8,Yes,1,Hit
109,Comedy,267.3,8.4,French,53,102.1,145.9,8.3,82,6.3,5.9,Yes,2,Flop
147,Action,209.8,3.7,English,35,80.1,158.1,8.2,96,4.2,7.9,Yes,9,Flop
139,Action,47.8,3.4,Spanish,51,18.2,74.8,7.1,37,6.6,8.2,No,5,Hit
99,Romance,247.5,8.6,Korean,53,94.5,364.2,6.7,90,4.9,4.7,No,7,Flop
107,Comedy,232.5,5.5,Spanish,18,88.8,567.0,6.7,11,6.6,5.3,Yes,4,Hit
82,Drama,236.4,4.3,Korean,90,90.3,511.2,6.1,45,4.0,8.4,No,3,Hit
132,Thriller,254.6,8.7,Korean,56,97.2,559.6,6.2,81,8.5,7.0,Yes,2,Hit
85,Drama,258.3,3.4,Hindi,31,98.6,509.8,8.9,86,7.5,8.5,Yes,8,Hit
156,Romance,195.0,4.6,Spanish,6,74.4,234.0,6.1,94,8.9,5.8,Yes,2,Hit
159,Comedy,55.9,3.6,Spanish,50,21.3,62.5,6.4,66,5.6,5.8,No,3,Flop
82,Action,41.8,8.0,Korean,13,16.0,55.1,7.5,86,6.9,8.6,No,4,Hit
115,Drama,122.0,5.0,Korean,7,46.6,56.7,7.5,45,6.2,5.1,Yes,8,Flop
118,Drama,271.2,7.4,Spanish,71,103.5,132.3,8.1,33,6.8,6.7,Yes,8,Flop
88,Comedy,260.0,7.3,French,90,99.3,136.3,7.6,61,7.3,6.1,Yes,1,Flop
107,Drama,196.7,6.8,English,43,75.1,124.9,6.7,92,7.2,7.5,Yes,4,Flop
130,Romance,274.2,9.2,Spanish,4,104.7,632.4,5.9,98,5.8,6.0,Yes,1,Flop
83,Thriller,206.6,8.7,Hindi,73,78.9,426.4,7.1,53,6.1,6.7,Yes,9,Hit
87,Comedy,217.8,5.8,Korean,90,83.2,487.1,4.2,79,8.0,6.1,No,2,Hit
153,Drama,56.3,7.8,Korean,54,21.5,20.0,5.7,89,4.3,6.4,Yes,6,Flop
93,Thriller,197.1,9.3,Hindi,85,75.2,377.9,6.1,48,8.8,7.3,No,2,Hit
83,Comedy,97.9,7.4,Hindi,63,37.4,92.2,8.8,90,4.3,4.8,No,2,Flop
128,Comedy,261.6,8.1,Korean,59,99.9,181.3,8.1,27,9.3,5.0,No,4,Flop
98,Thriller,206.4,5.0,Hindi,78,78.8,160.9,8.6,98,4.1,5.5,Yes,0,Flop
144,Action,53.6,8.4,Hindi,41,20.5,92.7,6.3,94,9.5,5.6,No,7,Hit
89,Drama,72.4,6.3,French,10,27.6,59.7,6.6,61,5.6,6.8,No,4,Flop
115,Romance,63.1,5.4,Korean,83,24.1,124.6,6.3,73,5.2,4.4,No,5,Flop
123,Thriller,16.8,4.5,Hindi,19,6.4,41.5,7.7,98,7.3,9.3,No,2,Hit
168,Romance,174.6,3.9,Hindi,96,66.7,80.0,6.7,56,4.5,7.3,No,5,Flop
172,Action,263.2,5.1,Hindi,78,100.5,228.2,4.6,19,5.1,4.7,Yes,9,Flop
150,Comedy,213.0,3.7,Spanish,50,81.3,312.4,8.8,32,4.6,5.2,No,4,Hit
123,Thriller,104.4,3.4,Korean,81,39.9,184.4,8.6,15,5.6,9.2,Yes,7,Hit
90,Thriller,226.2,7.8,Korean,26,86.4,312.5,8.0,66,8.7,9.1,No,7,Hit
120,Thriller,22.6,4.6,Hindi,22,8.6,50.1,9.2,89,8.8,6.2,No,9,Hit
178,Thriller,184.3,6.8,French,20,70.4,284.6,5.6,35,8.2,9.1,No,5,Hit
133,Drama,148.5,8.0,French,18,56.7,235.1,4.6,74,5.5,6.6,No,9,Flop
131,Drama,13.5,6.1,French,57,5.2,25.8,5.5,35,7.8,7.6,No,0,Hit
126,Thriller,203.3,6.5,English,75,77.6,393.8,4.1,20,5.5,5.7,Yes,8,Flop
116,Romance,109.1,6.5,Spanish,32,41.7,234.3,7.1,35,8.8,8.0,No,0,Hit
117,Action,84.2,7.2,Hindi,82,32.1,180.5,8.7,97,9.0,6.4,Yes,4,Hit
176,Action,287.8,5.3,French,25,109.9,226.6,7.0,37,5.6,7.5,Yes,6,Flop
173,Thriller,228.6,7.7,French,20,87.3,112.5,6.7,58,9.3,8.6,Yes,2,Flop
147,Drama,108.4,7.7,Korean,30,41.4,43.2,8.8,45,5.7,5.2,No,7,Flop
120,Action,146.3,8.2,Hindi,63,55.9,198.0,7.5,43,6.8,8.2,Yes,1,Hit
97,Comedy,68.7,5.1,Hindi,29,26.2,53.7,4.4,67,8.5,6.7,No,5,Flop
83,Thriller,108.7,5.0,Korean,73,41.5,246.6,8.1,52,9.5,8.0,No,1,Hit
106,Thriller,95.4,3.9,Hindi,48,36.4,76.2,5.7,72,7.5,7.3,No,8,Flop
98,Action,30.5,7.8,English,49,11.6,44.3,8.4,22,8.2,5.9,No,4,Hit
143,Action,56.2,6.9,Spanish,45,21.5,55.9,9.0,17,6.2,6.7,Yes,5,Flop
140,Comedy,105.1,7.3,Hindi,33,40.1,158.3,7.1,65,8.7,4.2,No,7,Hit
151,Comedy,9.9,8.6,English,36,3.8,5.4,9.4,17,7.3,5.7,Yes,6,Flop
94,Drama,249.7,6.9,Hindi,59,95.3,245.8,8.4,45,8.6,9.0,Yes,7,Hit
169,Romance,72.4,5.2,Spanish,30,27.6,65.3,7.1,96,5.8,8.7,No,6,Flop
166,Drama,139.0,3.9,English,58,53.1,113.6,7.4,75,8.8,7.5,Yes,9,Hit
82,Romance,228.3,9.4,Hindi,21,87.2,168.4,6.1,72,4.3,5.7,No,4,Flop
129,Comedy,215.4,4.4,English,25,82.2,186.7,8.4,72,6.6,9.0,Yes,8,Hit
152,Romance,115.8,5.4,Korean,47,44.2,286.7,8.7,39,4.4,6.5,Yes,0,Hit
124,Romance,25.2,7.5,Hindi,83,9.6,58.1,9.2,99,9.5,5.9,No,4,Hit
95,Drama,110.5,7.9,Hindi,4,42.2,78.6,7.7,31,6.5,7.1,No,8,Flop
110,Drama,162.5,4.4,French,56,62.0,294.2,4.7,84,8.6,6.1,No,7,Hit
128,Comedy,283.5,9.2,Spanish,87,108.2,213.2,7.0,30,6.6,8.5,No,1,Flop
97,Action,96.1,4.8,Spanish,76,36.7,149.1,7.5,41,8.5,7.6,No,3,Hit
159,Romance,235.6,4.8,Hindi,54,89.9,103.3,8.2,90,6.9,5.9,Yes,2,Flop
132,Comedy,164.7,6.5,Hindi,91,62.9,99.0,5.1,31,4.5,6.3,Yes,5,Flop
106,Romance,109.4,5.5,Korean,96,41.8,143.0,9.1,80,5.8,4.1,No,7,Hit
96,Drama,54.6,8.5,Spanish,41,20.8,125.6,6.4,37,4.2,4.6,No,1,Flop
159,Comedy,77.5,5.7,Korean,1,29.6,38.7,4.1,43,8.2,5.4,Yes,0,Flop
146,Thriller,113.3,3.8,French,99,43.3,109.6,5.4,96,6.8,5.3,No,3,Flop
145,Romance,140.8,7.6,French,8,53.8,242.8,8.3,99,8.3,7.8,No,4,Hit
156,Drama,19.9,7.0,English,21,7.6,13.5,7.6,46,7.2,7.9,No,9,Hit
136,Drama,136.5,6.7,Hindi,72,52.1,122.1,9.0,67,4.8,9.4,No,5,Flop
102,Romance,226.4,3.2,French,99,86.4,320.0,4.1,17,9.4,8.3,No,4,Hit
103,Action,20.6,9.2,Hindi,75,7.9,9.1,7.2,65,7.8,7.0,Yes,4,Flop
84,Comedy,216.1,4.5,French,85,82.5,271.4,6.0,88,6.2,5.3,Yes,6,Flop
168,Drama,238.3,7.4,Korean,83,91.0,221.4,7.9,32,5.8,8.0,No,0,Flop
154,Romance,171.6,8.7,French,60,65.5,408.1,9.2,67,4.7,4.4,Yes,3,Hit
90,Drama,77.1,5.2,Korean,78,29.4,34.5,7.9,42,7.6,6.7,Yes,4,Flop
161,Drama,157.4,7.8,Korean,97,60.1,202.7,5.8,79,9.1,8.0,No,5,Hit
120,Drama,125.3,3.4,English,54,47.8,45.4,6.7,56,7.7,5.3,No,4,Flop
111,Drama,6.3,5.8,Korean,25,2.4,7.4,9.5,27,7.9,6.8,Yes,6,Hit
110,Drama,69.8,3.6,French,66,26.6,160.2,7.6,47,8.0,4.6,No,5,Hit
148,Romance,84.6,8.9,French,52,32.3,59.5,9.2,86,8.6,6.3,Yes,2,Flop
144,Drama,241.6,3.5,Spanish,72,92.2,224.2,6.1,98,4.7,6.9,No,4,Flop
173,Romance,87.4,3.2,French,70,33.4,121.2,4.9,61,5.0,5.7,No,7,Flop
101,Drama,96.2,4.8,French,78,36.7,49.8,6.1,67,7.0,4.3,No,2,Flop
125,Thriller,181.1,6.3,Hindi,35,69.1,149.6,4.8,10,5.3,8.5,No,6,Flop
98,Thriller,251.9,9.2,French,3,96.2,233.7,9.4,23,4.3,8.7,No,7,Flop
116,Thriller,13.3,8.2,French,77,5.1,4.3,5.6,35,6.8,9.1,No,1,Flop
